transcript_id	symbol	cds_start	cds_stop	transcript_length	cds_length	length_5utr	length_3utr	isopct	expected_counts	tpm
NM_011369	Shcbp1	44	2051	2169	2007	44	118	100.00	8.00	0.97
NM_001033308	Themis2	11	2003	2542	1992	11	539	100.00	2.00	0.24
NM_175475	Cyp26b1	359	1898	4751	1539	359	2853	50.00	40.50	6.51
NM_025465	Tma16	93	759	1088	666	93	329	100.00	54.00	21.77
NM_001190857	Pdlim5	42	747	1995	705	42	1248	41.62	44.28	16.72
NM_015791	Fbxo8	251	1211	3527	960	251	2316	100.00	41.00	10.96
NM_010724	Psmb8	204	1035	1223	831	204	188	100.00	8.00	2.51
NM_010822	Mpg	36	1038	1745	1002	36	707	100.00	39.00	9.94
NM_007624	Cbx3	153	705	1803	552	153	1098	100.00	1205.00	605.19
NM_010885	Ndufa2	67	367	602	300	67	235	100.00	382.00	419.77
NM_177805	Fam179b	235	5566	6434	5331	235	868	100.00	114.00	5.07
NM_178757	Irf2bp1	372	2127	2699	1755	372	572	100.00	150.00	20.97
NM_001114386	Nedd4l	292	3223	8163	2931	292	4940	100.00	579.99	47.55
NM_175652	Hist4h4	52	364	439	312	52	75	100.00	91.79	95.47
NM_024176	Drap1	265	883	999	618	265	116	85.41	118.89	52.28
NM_013897	Timm8b	55	307	527	252	55	220	100.00	256.00	363.59
NM_001164669	Dnah6	81	12516	12651	12435	81	135	100.00	25.00	0.47
NM_013662	Sema6b	270	2931	3847	2661	270	916	50.00	174.50	15.81
NM_026423	Mri1	64	1174	2149	1110	64	975	100.00	37.00	8.44
NM_001113470	Ctdsp2	521	1334	4823	813	521	3489	100.00	100.00	32.15
NM_001011732	Xkr7	163	1906	2711	1743	163	805	100.00	3.00	0.42
NM_028320	Adipor1	302	1430	3122	1128	302	1692	100.00	194.00	43.48
NM_207223	Acap3	520	3021	4312	2501	520	1291	100.00	257.00	24.82
NM_177045	Cc2d1b	135	2682	3286	2547	135	604	100.00	59.00	5.59
NM_008428	Kcnj8	505	1780	2548	1275	505	768	100.00	8.00	1.57
NM_001287738	Cebpb	170	998	1518	828	170	520	100.00	69.03	21.74
NM_172468	Snx30	420	1734	7507	1314	420	5773	100.00	133.00	25.28
NM_026367	Gpatch2	113	1697	4549	1584	113	2852	100.00	33.00	5.14
NM_175455	Ankrd34b	543	2070	3940	1527	543	1870	100.00	124.00	20.08
NM_027913	Vwce	241	3031	3540	2790	241	509	100.00	5.00	0.43
NM_001080808	Ccdc64	0	1734	1853	1734	0	119	100.00	21.00	2.97
NM_009865	Cdh10	486	2853	3407	2367	486	554	100.00	306.98	31.40
NM_001161854	Csde1	548	2852	4105	2304	548	1253	60.58	821.76	86.43
NM_177185	Ubn2	248	4193	14669	3945	248	10476	100.00	30.00	1.81
NM_008196	Gzmk	0	792	792	792	0	0	100.00	1.00	0.33
NM_010212	Fhl2	283	1123	1566	840	283	443	50.00	141.00	43.70
NM_153403	Ago1	162	2736	7226	2574	162	4490	100.00	147.01	13.78
NM_175277	Bola3	17	350	530	333	17	180	100.00	45.00	42.79
NM_024227	Mrpl28	59	833	1065	774	59	232	100.00	192.00	65.23
NM_172872	Kank4	179	3230	4801	3051	179	1571	100.00	19.00	1.49
NM_144932	Acsf3	129	1881	2232	1752	129	351	100.00	56.00	7.84
NM_011035	Pak1	227	1862	3061	1635	227	1199	100.00	1436.01	216.36
NM_013599	Mmp9	38	2231	3175	2193	38	944	100.00	3.00	0.33
NM_009537	Yy1	102	1347	2324	1245	102	977	100.00	282.00	56.81
NM_001166206	Erv3	618	1221	3378	603	618	2157	100.00	1.00	0.45
NM_001282976	Naca	451	1099	1229	648	451	130	49.98	603.77	251.26
NM_001039484	Kcnj10	242	1382	5407	1140	242	4025	100.00	624.00	138.25
NM_198631	Zc3h4	97	3865	6051	3768	97	2186	100.00	132.00	8.36
NM_015767	Ttpa	111	948	3189	837	111	2241	100.00	12.00	3.73
NM_001042670	Mterf1b	77	1223	1368	1146	77	145	100.00	2.00	0.44
NM_018798	Ubqln2	222	2139	3327	1917	222	1188	100.00	3482.80	443.83
NM_009084	Rpl37a	61	340	588	279	61	248	100.00	410.00	500.05
NM_026506	Snrpg	43	274	393	231	43	119	100.00	116.00	188.93
NM_001195748	Rgs22	48	3825	4008	3777	48	183	100.00	9.00	0.57
NM_183311	Tmem145	56	1748	2298	1692	56	550	100.00	67.00	9.74
NM_021884	Tsg101	107	1283	1948	1176	107	665	100.00	415.00	88.90
NM_009427	Tob1	432	1521	2285	1089	432	764	100.00	196.90	45.85
NM_027968	Fbxo30	187	2428	4977	2241	187	2549	50.00	13.00	1.41
NM_025474	Mrps14	52	439	2015	387	52	1576	100.00	287.00	223.65
NM_011674	Ugt8a	100	1726	3599	1626	100	1873	100.00	1050.00	159.12
NM_019585	Espn	116	878	1123	762	116	245	100.00	1.00	0.35
NM_001093753	Srsf11	121	1552	3068	1431	121	1516	69.99	238.66	41.42
NM_146150	Nrd1	28	3514	4155	3486	28	641	100.00	412.00	28.26
NM_176836	Fam76b	248	1268	3672	1020	248	2404	100.00	48.01	12.01
NM_177474	D19Bwg1357e	124	2071	3554	1947	124	1483	100.00	132.00	16.55
NM_001122893	Fyn	513	2127	3529	1614	513	1402	100.00	258.99	39.56
NM_025651	Aste1	292	2311	2753	2019	292	442	84.72	12.54	1.51
NM_025717	Rbm4b	149	1223	1830	1074	149	607	100.00	47.00	11.11
NM_175935	G6pc3	227	1268	1543	1041	227	275	100.00	171.00	41.82
NM_199312	BC051628	129	1110	1381	981	129	271	100.00	1.00	0.26
NM_026724	Rpl34	226	580	628	354	226	48	33.33	189.00	165.55
NM_001190911	Kirrel3	373	2710	3737	2337	373	1027	55.11	129.40	13.41
NM_177103	Senp5	327	2577	6334	2250	327	3757	100.00	228.00	24.58
NM_177047	Auts2	520	4305	6059	3785	520	1754	100.00	322.00	20.30
NM_025961	Gatm	61	1333	2357	1272	61	1024	100.00	140.00	27.56
NM_011588	Trim28	567	3072	3242	2505	567	170	100.00	760.00	73.29
NM_146061	Prr5	185	1349	1835	1164	185	486	100.00	20.00	4.33
NM_013715	Cops5	347	1352	1731	1005	347	379	65.16	303.02	77.02
NM_029314	1700013F07Rik	35	542	592	507	35	50	100.00	15.00	8.34
NM_026416	S100a16	121	496	1061	375	121	565	100.00	237.00	192.41
NM_012061	Cadps	341	4427	5478	4086	341	1051	52.26	734.74	42.84
NM_001081633	Dgcr14	43	1483	2818	1440	43	1335	100.00	87.00	15.00
NM_010424	Hfe	140	1220	3572	1080	140	2352	100.00	21.00	4.93
NM_031199	Tgfa	279	759	4547	480	279	3788	100.00	51.00	30.32
NM_011439	Sox13	338	2180	3531	1842	338	1351	100.00	19.00	2.52
NM_001290728	Sytl5	40	2236	6557	2196	40	4321	100.00	30.00	3.32
NM_001033207	Nlrc5	0	5748	6945	5748	0	1197	100.00	1.00	0.04
NM_019521	Gas6	196	2221	2593	2025	196	372	100.00	164.00	19.73
NM_001199337	Apoo	297	936	1217	639	297	281	100.00	321.00	135.77
NM_153555	Dcaf8	246	2022	3743	1776	246	1721	100.00	327.00	45.15
NM_007879	Drg1	76	1180	1524	1104	76	344	100.00	433.00	99.33
NM_030150	Dhx58	102	2139	2412	2037	102	273	100.00	1.00	0.12
NM_023294	Ndc80	156	2085	2201	1929	156	116	100.00	7.00	0.89
NM_178667	Tfdp2	551	1709	7384	1158	551	5675	28.73	18.29	3.98
NM_021607	Ncstn	67	2194	2855	2127	67	661	100.00	506.00	57.84
NM_133852	Golga2	60	3141	4442	3081	60	1301	100.00	180.00	14.02
NM_028096	2010300C02Rik	252	3780	4361	3528	252	581	100.00	1489.00	100.89
NM_026186	Cwc25	171	1422	3307	1251	171	1885	100.00	45.00	9.02
NM_025835	Pccb	27	1653	2306	1626	27	653	100.00	202.00	30.61
NM_010634	Fabp5	55	463	953	408	55	490	100.00	841.00	612.37
NM_010043	Des	126	1536	3065	1410	126	1529	100.00	2.00	0.35
NM_013922	Zfp354c	205	1888	5367	1683	205	3479	100.00	157.22	22.98
NM_001033371	Lrrc36	59	1964	2082	1905	59	118	100.00	2.00	0.26
NM_001134752	Gm16532	164	494	2190	330	164	1696	100.00	52.00	50.06
NM_001282073	Deaf1	337	1690	2026	1353	337	336	54.54	34.91	6.43
NM_172960	Adck5	124	1873	2034	1749	124	161	100.00	25.00	3.51
NM_001101483	Slc35g2	156	1395	1585	1239	156	190	100.00	116.00	23.49
NM_178714	Lrfn5	1859	4100	5191	2241	1859	1091	100.00	152.00	16.46
NM_173180	Pmpca	17	1592	3125	1575	17	1533	100.00	209.00	32.76
NM_133661	Slc6a12	275	2162	2563	1887	275	401	100.00	3.00	0.39
NM_008446	Kif4	404	4100	4712	3696	404	612	100.00	2.00	0.13
NM_019734	Asah1	113	1298	2248	1185	113	950	100.00	275.00	58.43
NM_008385	Inpp5b	137	3119	3809	2982	137	690	100.00	69.00	5.56
NM_207653	Cflar	505	1951	7238	1446	505	5287	42.11	10.21	1.75
NM_144872	Eml3	237	2931	3180	2694	237	249	100.00	13.00	1.16
NM_011157	Srgn	41	500	938	459	41	438	100.00	29.78	18.70
NM_010498	Ids	182	1841	4972	1659	182	3131	100.00	795.00	117.95
NM_001253369	Kcnma1	80	3710	5037	3630	80	1327	68.09	342.81	22.56
NM_027975	Fam83d	15	1773	2260	1758	15	487	100.00	7.00	0.98
NM_001085555	Tcp11	91	1558	1747	1467	91	189	100.00	4.00	0.68
NM_007540	Bdnf	637	1411	4302	774	637	2891	86.68	171.55	58.28
NM_001253797	Smim22	112	373	434	261	112	61	50.00	2.00	2.69
NM_138719	Gnb5	204	1266	2225	1062	204	959	67.14	331.66	79.36
NM_080557	Snx4	5	1358	2442	1353	5	1084	100.00	184.00	33.90
NM_172429	Smndc1	158	875	2125	717	158	1250	100.00	180.00	66.69
NM_011160	Prkg1	89	2150	6901	2061	89	4751	76.08	35.95	4.25
NM_173169	Plk4	303	3000	3466	2697	303	466	100.00	7.00	0.63
NM_018803	Syt10	91	1663	1845	1572	91	182	100.00	71.00	11.15
NM_024229	Pcyt2	38	1253	1835	1215	38	582	100.00	147.00	30.40
NM_019582	Cacna1f	43	5998	6075	5955	43	77	100.00	1.00	0.04
NM_013769	Tjp3	229	2944	3043	2715	229	99	50.00	4.50	0.40
NM_001031621	Abca17	0	5202	5202	5202	0	0	100.00	1.00	0.05
NM_007492	Arx	221	1916	2868	1695	221	952	100.00	81.00	11.75
NM_009576	Zic4	270	1275	4088	1005	270	2813	100.00	13.00	3.30
NM_001033633	Slc2a13	164	2078	6541	1914	164	4463	100.00	431.00	55.02
NM_010496	Id2	82	487	1272	405	82	785	100.00	555.00	407.95
NM_001284520	Cmah	128	1724	9264	1596	128	7540	100.00	1.00	0.15
NM_145582	Ctu1	80	1343	2459	1263	80	1116	100.00	25.00	4.96
NM_146175	Zfp282	117	2118	5221	2001	117	3103	100.00	32.00	3.90
NM_175263	Notum	76	1588	2019	1512	76	431	100.00	2.00	0.33
NM_172499	Mfsd9	38	1439	3152	1401	38	1713	100.00	14.00	2.49
NM_009667	Ampd3	298	2599	4097	2301	298	1498	50.00	21.50	2.26
NM_028844	Aven	27	1056	1415	1029	27	359	62.12	17.56	4.35
NM_001081413	Unc13b	311	5117	6405	4806	311	1288	98.60	39.44	1.95
NM_001024931	Rbfox3	586	1528	3007	942	586	1479	32.29	149.15	40.71
NM_175497	Actbl2	120	1251	2737	1131	120	1486	100.00	3.00	0.67
NM_009230	Soat1	211	1834	4785	1623	211	2951	100.00	171.00	25.96
NM_010878	Nck1	158	1292	2467	1134	158	1175	100.00	101.00	22.50
NM_001247984	Lcp1	612	2496	4000	1884	612	1504	50.00	19.00	2.47
NM_013807	Plk3	99	2046	2378	1947	99	332	100.00	38.00	4.76
NM_183097	1700067K01Rik	36	939	1084	903	36	145	100.00	1.00	0.29
NM_139221	Defb11	53	287	339	234	53	52	100.00	40.00	63.81
NM_025312	Sostdc1	125	746	1751	621	125	1005	100.00	128.00	55.97
NM_019835	B4galt5	146	1313	4204	1167	146	2891	100.00	140.00	30.24
NM_027088	Bap1	129	2316	3406	2187	129	1090	100.00	190.00	21.10
NM_027420	2610034B18Rik	20	701	2184	681	20	1483	100.00	81.00	31.83
NM_028170	1700030K09Rik	111	2037	2427	1926	111	390	100.00	24.00	3.04
NM_029841	2510039O18Rik	130	2035	2731	1905	130	696	100.00	45.00	5.77
NM_008567	Mcm6	140	2606	2966	2466	140	360	100.00	104.00	10.19
NM_133784	Wwtr1	280	1468	4750	1188	280	3282	89.79	56.57	11.99
NM_009021	Rai1	528	6198	7348	5670	528	1150	50.00	77.50	3.24
NM_007473	Aqp7	440	1352	2524	912	440	1172	100.00	1.00	0.28
NM_026827	Tmem219	92	815	944	723	92	129	50.00	19.50	7.16
NM_001285476	Tbx1	434	1493	1782	1059	434	289	100.00	2.00	0.48
NM_019639	Ubc	111	2316	2408	2205	111	92	100.00	629.55	69.31
NM_134028	Tubg2	236	1592	1777	1356	236	185	100.00	29.05	5.34
NM_008135	Slc6a9	307	2209	3272	1902	307	1063	100.00	190.00	24.41
NM_026674	Aph1c	108	885	5185	777	108	4300	100.00	20.98	7.10
NM_001113562	Cutc	140	959	1308	819	140	349	100.00	20.00	6.38
NM_146099	Wbp1l	98	1208	3878	1110	98	2670	100.00	28.00	6.38
NM_019824	Arpc3	114	651	901	537	114	250	100.00	1056.00	548.07
NM_023320	Plekho1	42	1269	1362	1227	42	93	100.00	31.00	6.34
NM_029142	4930502E18Rik	127	838	1203	711	127	365	100.00	1.00	0.37
NM_001109749	Cntn4	497	3578	5262	3081	497	1684	87.85	170.96	13.31
NM_177715	Kctd12	197	1181	6057	984	197	4876	100.00	770.00	200.29
NM_207541	Zfp81	142	1738	2253	1596	142	515	100.00	36.00	5.56
NM_013672	Sp1	100	2446	7818	2346	100	5372	100.00	114.00	11.77
NM_001079931	Gm5347	260	2402	2564	2142	260	162	100.00	1.00	0.11
NM_021385	Rad18	76	1606	2560	1530	76	954	100.00	27.00	4.36
NM_028026	Wdr73	44	1160	2114	1116	44	954	100.00	58.00	13.15
NM_013677	Surf1	199	1120	1178	921	199	58	100.00	123.00	34.41
NM_001242427	Slc37a1	854	2450	3351	1596	854	901	50.00	4.50	0.70
NM_178924	Upk1b	75	858	1769	783	75	911	100.00	2.00	0.67
NM_175561	Pcnxl2	236	6605	7236	6369	236	631	100.00	153.00	5.68
NM_001291448	Foxred1	164	1628	2276	1464	164	648	100.00	64.00	10.84
NM_009304	Syngr2	38	713	1524	675	38	811	100.00	48.00	19.06
NM_028075	Tnfrsf13c	24	552	1906	528	24	1354	100.00	1.00	0.53
NM_001081255	Lrch3	42	2379	5918	2337	42	3539	100.00	76.00	7.88
NM_025822	Rsrc1	137	1142	3232	1005	137	2090	100.00	128.00	32.53
NM_030110	Micu3	0	1572	3268	1572	0	1696	100.00	284.00	44.60
NM_145997	Kdm5a	515	5588	10969	5073	515	5381	100.00	102.00	4.77
NM_001112744	Arhgef16	89	2231	2717	2142	89	486	100.00	5.00	0.57
NM_177123	Spef2	99	2727	4247	2628	99	1520	100.00	15.00	1.38
NM_001014981	Wdr7	238	4708	7108	4470	238	2400	100.00	1090.00	57.98
NM_001256521	C330006A16Rik	479	899	2474	420	479	1575	50.00	11.00	7.72
NM_175399	Exosc4	96	834	1789	738	96	955	100.00	161.00	57.73
NM_133880	Pafah2	150	1323	3168	1173	150	1845	50.00	5.50	1.18
NM_145422	Rtcb	86	1604	1979	1518	86	375	100.00	310.00	50.53
NM_145078	2610305D13Rik	246	1470	2561	1224	246	1091	100.00	1.93	0.40
NM_172473	Hace1	246	2976	3785	2730	246	809	100.00	109.00	9.62
NM_001001493	Wdr83os	51	372	699	321	51	327	100.00	264.00	263.97
NM_133746	Calhm2	552	1524	2049	972	552	525	100.00	22.00	5.80
NM_001099634	Myof	254	6401	7094	6147	254	693	100.00	34.00	1.31
NM_028056	1600002H07Rik	29	1340	2143	1311	29	803	100.00	14.00	2.67
NM_183104	4931429L15Rik	567	1707	2037	1140	567	330	100.00	1.00	0.22
NM_172725	Ap5z1	164	2588	3817	2424	164	1229	100.00	35.00	3.49
NM_001039386	Nsmf	222	1821	2933	1599	222	1112	98.27	362.04	55.85
NM_206958	Ltbp1	201	4386	6345	4185	201	1959	91.24	44.71	2.54
NM_025373	1110008L16Rik	1271	3026	3117	1755	1271	91	100.00	13.00	1.82
NM_009868	Cdh5	127	2482	3986	2355	127	1504	100.00	24.00	2.47
NM_009950	Cradd	159	759	1696	600	159	937	100.00	28.00	12.74
NM_018808	Dnajb1	157	1180	3014	1023	157	1834	100.00	236.00	58.83
NM_001012324	Ecm2	225	2238	3596	2013	225	1358	100.00	63.00	7.63
NM_001285482	Htr1d	1125	2250	3065	1125	1125	815	25.00	0.25	0.06
NM_175002	Mmgt2	351	723	1883	372	351	1160	100.00	29.00	23.79
NM_008720	Npc1	149	3983	5209	3834	149	1226	100.00	696.00	43.31
NM_028119	Ddb2	250	1549	1915	1299	250	366	100.00	11.00	2.12
NM_011223	Pxn	180	1854	3706	1674	180	1852	100.00	34.00	5.00
NM_001080814	Fat3	6	13662	18468	13656	6	4806	100.00	370.00	6.36
NM_013505	Dsc2	302	2849	4630	2547	302	1781	100.00	1.00	0.09
NM_001287179	Kif14	110	5135	8338	5025	110	3203	100.00	0.99	0.05
NM_177855	Med12l	24	6582	10245	6558	24	3663	100.00	92.55	3.33
NM_173451	Arsj	922	2719	3690	1797	922	971	100.00	3.00	0.41
NM_144541	Bre	52	1204	1299	1152	52	95	100.00	183.00	40.09
NM_001290700	Zfp451	237	1917	2077	1680	237	160	92.00	243.92	35.71
NM_011653	Tuba1a	48	1404	1591	1356	48	187	100.00	1039.27	191.03
NM_029102	Glt8d2	181	1237	2153	1056	181	916	100.00	97.00	23.35
NM_008948	Psmc3	232	1561	1635	1329	232	74	100.00	599.00	112.50
NM_133897	Lrrc8c	235	2647	2829	2412	235	182	100.00	161.98	16.25
NM_021372	Sertad2	512	1442	5730	930	512	4288	50.00	14.00	3.88
NM_001290535	Ogt	68	3179	5200	3111	68	2021	100.00	637.98	49.19
NM_026896	Med27	35	971	1260	936	35	289	75.28	120.79	33.20
NM_026357	Ribc2	168	1302	1652	1134	168	350	100.00	2.00	0.45
NM_028243	Prcp	86	1562	2964	1476	86	1402	100.00	75.00	12.59
NM_053091	Cox4i2	52	571	727	519	52	156	100.00	5.00	2.70
NM_145630	Pdk3	143	1391	2000	1248	143	609	100.00	223.00	44.81
NM_009836	Cct3	101	1739	1957	1638	101	218	100.00	687.00	103.31
NM_010183	Fbrs	19	1420	2650	1401	19	1230	100.00	44.02	7.81
NM_008198	Cfb	402	2694	2747	2292	402	53	100.00	1.00	0.11
NM_001033222	Pdzd8	193	3637	7076	3444	193	3439	100.00	96.00	6.67
NM_030688	Il1rapl2	908	2969	5422	2061	908	2453	100.00	7.00	0.83
NM_145953	Cth	33	1230	1801	1197	33	571	100.00	19.00	3.99
NM_001290769	Sqstm1	63	1278	1916	1215	63	638	52.70	878.58	181.70
NM_008797	Pcx	124	3661	4125	3537	124	464	99.70	165.51	11.19
NM_001081332	Slc9a5	1119	3816	5222	2697	1119	1406	100.00	32.00	2.86
NM_133738	Antxr2	413	1877	3751	1464	413	1874	100.00	8.00	1.36
NM_009777	C1qb	156	918	1062	762	156	144	100.00	229.00	79.18
NM_026371	Loh12cr1	260	848	1761	588	260	913	100.00	159.00	74.11
NM_025395	Chchd5	156	489	1302	333	156	813	100.00	29.00	27.58
NM_011541	Tcea1	220	1126	2671	906	220	1545	100.00	692.00	197.16
NM_001161747	Palm	164	1184	2519	1020	164	1335	86.23	258.82	64.72
NM_207668	Acpp	63	1317	4488	1254	63	3171	100.00	4.00	0.80
NM_001134399	Megf11	209	3497	6018	3288	209	2521	100.00	96.00	6.99
NM_144865	Reep2	167	932	1926	765	167	994	99.98	407.94	140.43
NM_026542	Slc25a39	143	1223	1667	1080	143	444	100.00	63.00	14.80
NM_028733	Pacsin3	345	1620	1994	1275	345	374	25.00	4.25	0.83
NM_025478	Isoc1	10	904	2563	894	10	1659	100.00	91.00	26.31
NM_026633	Fam195a	62	545	816	483	62	271	100.00	17.00	10.03
NM_146145	Jak1	316	3778	5299	3462	316	1521	100.00	713.00	49.26
NM_145549	Efcab7	56	1646	1819	1590	56	173	100.00	8.00	1.24
NM_001081315	Brpf3	262	3877	5973	3615	262	2096	100.00	52.00	3.44
NM_001033361	Pgr15l	279	1650	5379	1371	279	3729	100.00	1.00	0.18
NM_013569	Kcnh2	321	3810	4221	3489	321	411	53.19	56.36	3.86
NM_207238	Fbxo27	150	990	1945	840	150	955	100.00	13.00	4.03
NM_019398	Rnase2b	204	672	759	468	204	87	100.00	1.00	0.61
NM_007530	Bcap29	243	966	1954	723	243	988	50.00	89.50	32.85
NM_175360	Obfc1	229	1366	1878	1137	229	512	100.00	45.00	10.00
NM_018775	Tbc1d8	181	3586	4439	3405	181	853	100.00	27.00	1.90
NM_001081091	Cep152	245	5456	5768	5211	245	312	100.00	5.00	0.23
NM_175096	Stbd1	58	1075	1985	1017	58	910	100.00	8.00	2.01
NM_001289714	Cpvl	50	1355	1490	1305	50	135	100.00	0.95	0.18
NM_009359	Tex9	7	1171	4317	1164	7	3146	100.00	11.00	2.38
NM_025343	Rmnd1	196	1549	1849	1353	196	300	100.00	16.00	2.95
NM_026420	Paip2	119	494	1424	375	119	930	100.00	766.11	621.96
NM_008730	Nptx1	231	1530	5284	1299	231	3754	100.00	2813.00	541.40
NM_181070	Rab18	98	719	3670	621	98	2951	100.00	578.00	252.72
NM_025391	Nip7	58	601	3033	543	58	2432	81.72	121.28	62.11
NM_001109750	Dgcr2	264	1905	4070	1641	264	2165	76.05	202.76	30.43
NM_001042523	Txnrd1	113	1955	3634	1842	113	1679	87.23	153.86	20.45
NM_053263	Hnrnpa3	59	1133	5158	1074	59	4025	57.70	795.07	187.94
NM_001033466	Zbtb2	276	1821	3227	1545	276	1406	100.00	27.00	4.32
NM_027587	Micalcl	237	2280	2397	2043	237	117	100.00	1.00	0.12
NM_001111052	Dclk1	306	1575	7016	1269	306	5441	47.82	917.74	181.12
NM_145890	Grhl1	30	1641	3100	1611	30	1459	94.66	109.81	16.80
NM_198636	Acss3	81	1575	2490	1494	81	915	57.80	3.47	0.57
NM_007679	Cebpd	39	846	2260	807	39	1414	100.00	41.97	13.61
NM_029802	Arfip2	214	1240	3277	1026	214	2037	100.00	344.00	85.47
NM_013686	Tcp1	237	1908	2499	1671	237	591	100.00	1432.00	210.84
NM_001302532	Esr1	348	2148	6358	1800	348	4210	33.33	3.37	0.46
NM_177801	Spata32	78	1083	1112	1005	78	29	100.00	1.00	0.25
NM_172854	Olfml2a	97	2143	2409	2046	97	266	100.00	7.00	0.83
NM_011060	Padi3	41	2036	3068	1995	41	1032	100.00	1.00	0.12
NM_019810	Slc5a1	238	2236	3933	1998	238	1697	100.00	4.00	0.49
NM_134250	Havcr2	70	916	2724	846	70	1808	100.00	17.00	5.23
NM_172790	Ankrd52	99	3330	6615	3231	99	3285	100.00	185.00	13.72
NM_029688	Srxn1	160	628	2812	468	160	2184	100.00	50.00	30.66
NM_008614	Mobp	139	385	3286	246	139	2901	45.39	168.91	249.00
NM_030180	Usp54	739	5506	6495	4767	739	989	100.00	80.00	3.99
NM_026175	Sf3a1	134	2510	4916	2376	134	2406	100.00	479.00	48.80
NM_177771	Klhl18	100	1825	4530	1725	100	2705	100.00	35.00	4.98
NM_030203	Tspyl4	93	1314	3900	1221	93	2586	100.00	2911.00	598.83
NM_010307	Gnal	266	1412	5488	1146	266	4076	88.40	254.28	56.02
NM_025424	Nenf	26	542	658	516	26	116	100.00	227.00	123.59
NM_146231	Zfp825	98	923	1383	825	98	460	100.00	20.24	6.40
NM_001110791	Sf1	398	2318	4361	1920	398	2043	56.24	368.19	46.84
NM_001285983	Banp	226	1747	5372	1521	226	3625	53.77	28.50	4.64
NM_173443	Vcpip1	226	3889	9749	3663	226	5860	100.00	623.00	40.62
NM_001145034	Gm13889	342	714	1291	372	342	577	100.00	97.00	79.58
NM_011774	Slc30a4	243	1536	5482	1293	243	3946	100.00	91.00	17.60
NM_009127	Scd1	300	1368	4837	1068	300	3469	100.00	313.49	74.56
NM_011050	Pdcd4	290	1700	2418	1410	290	718	33.33	260.00	45.84
NM_019496	Ammecr1	15	1050	3109	1035	15	2059	100.00	5.19	1.28
NM_021493	Arhgap23	341	4175	5450	3834	341	1275	100.00	65.00	4.04
NM_146157	Emc1	33	3027	6237	2994	33	3210	74.76	658.36	52.81
NM_183208	Zmiz1	606	3825	7521	3219	606	3696	100.00	318.98	23.75
NM_053100	Trim8	796	2452	3241	1656	796	789	100.00	129.00	19.18
NM_013643	Ptpn5	481	2107	3132	1626	481	1025	50.00	91.50	13.87
NM_011159	Prkdc	23	12410	12674	12387	23	264	100.00	143.00	2.71
NM_001252486	Usp33	213	2919	4167	2706	213	1248	51.81	368.32	32.79
NM_008315	Htr7	107	1454	3082	1347	107	1628	100.00	10.00	1.85
NM_007873	Doc2b	167	1406	5067	1239	167	3661	100.00	193.00	39.08
NM_133808	Hdlbp	307	4114	6347	3807	307	2233	50.00	528.00	33.09
NM_145460	Oxnad1	334	1270	2062	936	334	792	100.00	32.00	8.79
NM_172926	Snx14	63	2958	3112	2895	63	154	100.00	308.00	25.58
NM_172402	Slc25a32	215	1166	2945	951	215	1779	100.00	30.00	8.10
NM_001302373	Trpc7	1574	3008	3674	1434	1574	666	89.05	28.50	4.93
NM_178660	Rbms3	682	1927	7876	1245	682	5949	78.15	28.13	5.67
NM_007702	Cidea	239	893	1164	654	239	271	100.00	51.00	21.00
NM_025936	Rars	47	2030	2131	1983	47	101	100.00	291.00	35.79
NM_001098225	Adam22	206	2813	9152	2607	206	6339	59.24	398.44	36.87
NM_175631	Cbln4	1168	1765	2799	597	1168	1034	100.00	50.00	22.89
NM_016979	Prkx	256	1324	3209	1068	256	1885	100.00	30.00	7.13
NM_145513	Tiprl	125	941	4395	816	125	3454	100.00	239.00	76.51
NM_009911	Cxcr4	90	1170	1814	1080	90	644	100.00	35.00	8.22
NM_017462	Polg	364	4018	4596	3654	364	578	100.00	76.00	4.97
NM_028377	Ccdc176	114	1716	2190	1602	114	474	100.00	11.00	1.69
NM_025443	Pno1	82	829	1563	747	82	734	100.00	166.00	58.71
NM_145482	Setd4	416	1736	1825	1320	416	89	100.00	6.00	1.14
NM_008026	Fli1	244	1603	3175	1359	244	1572	100.00	10.00	1.83
NM_013684	Tbp	247	1198	1842	951	247	644	100.00	85.38	23.06
NM_019975	Hacl1	87	1833	2618	1746	87	785	100.00	31.00	4.36
NM_019563	Cited4	240	789	1258	549	240	469	100.00	9.00	4.55
NM_009409	Top2b	473	5312	5633	4839	473	321	100.00	530.00	26.00
NM_001024952	Rc3h1	439	3832	11011	3393	439	7179	100.00	46.00	3.24
NM_001081017	Unc79	695	8486	8870	7791	695	384	100.00	157.64	4.77
NM_025377	Ska2	11	374	1349	363	11	975	100.00	33.00	27.96
NM_029999	Lbh	248	566	3068	318	248	2502	100.00	91.00	92.18
NM_173747	Gpkow	92	1559	3573	1467	92	2014	100.00	159.00	26.87
NM_025442	Alg5	45	1020	1471	975	45	451	100.00	78.00	20.49
NM_001122758	Pcdh7	1024	4792	8676	3768	1024	3884	74.52	375.94	23.81
NM_001077405	Nrp2	888	3618	6673	2730	888	3055	49.25	197.19	17.40
NM_021463	Prps1	139	1096	1975	957	139	879	100.00	285.05	76.45
NM_181317	Kcns2	541	1975	5456	1434	541	3481	50.00	32.50	5.63
NM_024174	Mrps23	54	588	1332	534	54	744	94.91	125.15	65.39
NM_001081314	C2cd4b	120	1143	1330	1023	120	187	100.00	36.00	8.97
