transcript_id	cds_start	cds_stop	transcript_length	cds_length	5utr_length	3utr_length
NM_001291155	   130	  1060	  1923	   930	   130	   863
NM_025996	   509	  1439	  2302	   930	   509	   863
NM_018753	   172	   913	  2775	   741	   172	  1862
NM_001114079	   257	  2081	  2580	  1824	   257	   499
NM_001045554	   158	   401	   542	   243	   158	   141
NM_145369	    89	   470	  2324	   381	    89	  1854
NM_183271	    81	   324	   466	   243	    81	   142
NM_008435	   289	  1783	  2712	  1494	   289	   929
NM_138685	   190	   433	   574	   243	   190	   141
NM_138684	    39	   297	   725	   258	    39	   428
NM_009301	    21	   390	   601	   369	    21	   211
NM_009300	    22	   364	   575	   342	    22	   211
NM_021363	    21	   819	  1200	   798	    21	   381
NM_013679	    17	   317	   532	   300	    17	   215
NM_011414	   235	   631	   876	   396	   235	   245
NM_017390	    98	  1226	  1570	  1128	    98	   344
NM_173377	    22	   820	  1252	   798	    22	   432
NM_001311114	    22	   817	  1198	   795	    22	   381
NM_013592	   370	  2245	  2508	  1875	   370	   263
NM_025575	   225	   696	  1608	   471	   225	   912
NM_001048229	   139	   616	  3604	   477	   139	  2988
NM_001048227	   112	   589	  3577	   477	   112	  2988
NM_001271575	    74	   791	   931	   717	    74	   140
NM_001048228	   136	   613	  3601	   477	   136	  2988
NM_011521	    24	   621	  2460	   597	    24	  1839
NM_009036	   103	  1651	  2456	  1548	   103	   805
NM_001252563	   105	  1980	  2243	  1875	   105	   263
NM_026797	   241	   718	  3706	   477	   241	  2988
NM_001177401	   161	   428	   554	   267	   161	   126
NM_133779	    34	  1783	  2557	  1749	    34	   774
NM_001177848	    57	   498	   805	   441	    57	   307
NM_001080550	   403	  1225	  2549	   822	   403	  1324
NM_001276432	  1232	  2513	  3235	  1281	  1232	   722
NM_029325	    55	   460	   755	   405	    55	   295
NM_026323	    10	   535	   708	   525	    10	   173
NM_001276431	   403	  1198	  1530	   795	   403	   332
NM_001033240	    78	   489	   796	   411	    78	   307
NM_001012725	    53	   500	   807	   447	    53	   307
NM_001161806	   225	   474	   617	   249	   225	   143
NM_030058	    50	   530	   746	   480	    50	   216
NM_001160414	   126	   378	   540	   252	   126	   162
NM_001012723	    80	   416	  1121	   336	    80	   705
NM_027961	   181	   574	   820	   393	   181	   246
NM_001012704	   112	   358	  1074	   246	   112	   716
NM_001039501	    62	   437	   459	   375	    62	    22
NM_001040055	    40	   358	   443	   318	    40	    85
NM_028028	   663	  2031	  2701	  1368	   663	   670
NM_009394	    69	   552	   692	   483	    69	   140
NM_029370	    75	   756	   783	   681	    75	    27
NM_178375	   163	  2251	  2689	  2088	   163	   438
NM_001082974	   156	  1014	  1156	   858	   156	   142
NM_011125	   136	  1618	  1806	  1482	   136	   188
NM_026785	    51	   591	   931	   540	    51	   340
NM_133240	    64	  1027	  1151	   963	    64	   124
NM_008906	    24	  1503	  3301	  1479	    24	  1798
NM_133924	    45	  1137	  1520	  1092	    45	   383
NM_001038492	   325	  1750	  3548	  1425	   325	  1798
NM_199027	   284	  4298	  4570	  4014	   284	   272
NM_020333	   415	  3763	  6023	  3348	   415	  2260
NM_013599	    38	  2231	  3175	  2193	    38	   944
NM_011611	    72	   942	  1683	   870	    72	   741
NM_170704	    72	   741	  1678	   669	    72	   937
NM_170703	    72	   684	  1621	   612	    72	   937
NM_170702	    72	   855	  1596	   783	    72	   741
NM_029021	    63	  1560	  1956	  1497	    63	   396
NM_178411	   347	  2387	  5033	  2040	   347	  2646
NM_001005425	   310	  2281	  3311	  1971	   310	  1030
NM_207706	    97	  2296	  4626	  2199	    97	  2330
NM_080287	    97	  2260	  4590	  2163	    97	  2330
NM_001302754	    35	  2192	  4522	  2157	    35	  2330
NM_001302752	   202	  2365	  4695	  2163	   202	  2330
NM_130451	   148	  1759	  3434	  1611	   148	  1675
NM_001007581	    12	   747	  1868	   735	    12	  1121
NM_001252587	   217	  1708	  2718	  1491	   217	  1010
NM_028072	   273	  2901	  3790	  2628	   273	   889
NM_001252578	   431	  3059	  3948	  2628	   431	   889
NM_001252579	   178	  2905	  3794	  2727	   178	   889
NM_023815	    46	   781	  4413	   735	    46	  3632
NM_023565	    92	  3008	  3604	  2916	    92	   596
NM_001291162	    83	  3221	  4150	  3138	    83	   929
NM_153065	    21	  2304	  2592	  2283	    21	   288
NM_001033196	   556	  6286	  7214	  5730	   556	   928
NM_008968	   117	  1623	  1751	  1506	   117	   128
NM_019835	   146	  1313	  4204	  1167	   146	  2891
NM_001304542	    42	  1680	  4430	  1638	    42	  2750
NM_148929	    42	  1773	  4523	  1731	    42	  2750
NM_170756	   234	  1782	  3996	  1548	   234	  2214
NM_001304540	   676	  2125	  4875	  1449	   676	  2750
NM_011427	    95	   890	  1618	   795	    95	   728
NM_023230	    44	   488	  1950	   444	    44	  1462
NM_001311131	    85	   607	  2069	   522	    85	  1462
NM_001311146	    44	   362	  1824	   318	    44	  1462
NM_009883	   107	   998	  1518	   891	   107	   520
NM_001287739	   560	   998	  1518	   438	   560	   520
NM_145538	    48	   864	  1700	   816	    48	   836
NM_001287738	   170	   998	  1518	   828	   170	   520
NM_001080708	    81	  2898	  2935	  2817	    81	    37
NM_011201	   167	  1466	  4213	  1299	   167	  2747
NM_021409	   290	  1406	  3399	  1116	   290	  1993
NM_010072	    26	   809	  2293	   783	    26	  1484
NM_001160330	    13	  1396	  1682	  1383	    13	   286
NM_009628	   544	  3871	  4953	  3327	   544	  1082
NM_001081134	    89	  1634	  2316	  1545	    89	   682
NM_001310084	    26	   740	  2224	   714	    26	  1484
NM_001310088	  1115	  3758	  4840	  2643	  1115	  1082
NM_001310086	   719	  4046	  5128	  3327	   719	  1082
NM_201396	   172	  1009	  2706	   837	   172	  1697
NM_175303	   172	  3376	  5073	  3204	   172	  1697
NM_201395	   172	  2044	  3741	  1872	   172	  1697
NM_001033299	   521	  3647	  5685	  3126	   521	  2038
NM_001199902	   216	   609	   875	   393	   216	   266
NM_001110152	   216	   621	   887	   405	   216	   266
NM_001013369	   319	   553	   819	   234	   319	   266
NM_009996	   371	  1916	  3311	  1545	   371	  1395
NM_175631	  1168	  1765	  2799	   597	  1168	  1034
NM_025912	    85	   658	  3605	   573	    85	  2947
NM_008561	   368	  1340	  2623	   972	   368	  1283
NM_024199	    57	  1353	  1820	  1296	    57	   467
NM_025542	    93	  1017	  2142	   924	    93	  1125
NM_029608	    39	   552	   649	   513	    39	    97
NM_001276423	   176	  2513	  3627	  2337	   176	  1114
NM_001276422	   176	  2519	  3633	  2343	   176	  1114
NM_001080820	   176	  2591	  3705	  2415	   176	  1114
NM_001039560	   167	  1469	  2220	  1302	   167	   751
NM_001159696	    66	  1533	  2778	  1467	    66	  1245
NM_009335	   242	  1592	  2837	  1350	   242	  1245
NM_001083959	    52	  1168	  1641	  1116	    52	   473
NM_001083960	    52	  1129	  1602	  1077	    52	   473
NM_012046	    52	  1243	  1716	  1191	    52	   473
NM_001305434	    52	  1117	  1590	  1065	    52	   473
NM_001081387	   248	  2159	  3217	  1911	   248	  1058
NM_019547	   138	   852	  1774	   714	   138	   922
NM_021394	   147	  1383	  1988	  1236	   147	   605
NM_011044	   140	  2009	  2616	  1869	   140	   607
NM_001139519	   147	   711	   781	   564	   147	    70
NM_022995	   349	  1174	  4531	   825	   349	  3357
NM_028158	    72	   483	   641	   411	    72	   158
NM_001199955	     0	   513	   585	   513	     0	    72
NM_027303	     0	   957	  1065	   957	     0	   108
NM_029308	   485	   794	   896	   309	   485	   102
NM_019806	   122	   854	  6969	   732	   122	  6115
NM_001102425	     7	   925	  3673	   918	     7	  2748
NM_172675	     7	   988	  3736	   981	     7	  2748
NM_213733	    72	  1647	  2097	  1575	    72	   450
NM_001102424	     7	   937	  3685	   930	     7	  2748
NM_001102423	     7	   976	  3724	   969	     7	  2748
NM_201617	     3	  2634	  2734	  2631	     3	   100
NM_001077510	   207	  1350	  1704	  1143	   207	   354
NM_022325	   141	  1062	  1440	   921	   141	   378
NM_020580	    66	  1842	  2279	  1776	    66	   437
NM_201616	   226	  1411	  1765	  1185	   226	   354
NM_001310083	  2362	  3547	  3901	  1185	  2362	   354
NM_025531	    78	   666	  1389	   588	    78	   723
NM_025983	   105	   264	   414	   159	   105	   150
NM_001099328	     0	  4887	  9805	  4887	     0	  4918
NM_007903	   348	   993	  3117	   645	   348	  2124
NM_001085546	    67	   631	   631	   564	    67	     0
NM_001177480	   196	   406	   946	   210	   196	   540
NM_001099308	   196	  1861	  2496	  1665	   196	   635
NM_001164689	   189	  1854	  3788	  1665	   189	  1934
NM_001256480	   132	  1629	  4538	  1497	   132	  2909
NM_001100415	   132	  1629	  4538	  1497	   132	  2909
NM_001199308	    76	   271	  3382	   195	    76	  3111
NM_001100416	   124	  1621	  2577	  1497	   124	   956
NM_001101804	   132	  1629	  4538	  1497	   132	  2909
NM_001099349	   132	  1629	  4538	  1497	   132	  2909
NM_001033123	    77	   272	   428	   195	    77	   156
NM_001242944	    38	   995	  1295	   957	    38	   300
NM_001177543	   132	  1629	  4538	  1497	   132	  2909
NM_001100415	   132	  1629	  4538	  1497	   132	  2909
NM_001242943	    78	  1035	  1335	   957	    78	   300
NM_001100416	   124	  1621	  2579	  1497	   124	   958
NM_001099349	   132	  1629	  4538	  1497	   132	  2909
NM_001256480	   132	  1629	  4538	  1497	   132	  2909
NM_001101804	   132	  1629	  4538	  1497	   132	  2909
NM_001177405	    52	   469	  1811	   417	    52	  1342
NM_001177406	    52	  1510	  3586	  1458	    52	  2076
NM_001099349	   132	  1629	  4538	  1497	   132	  2909
NM_001099349	   132	  1629	  4538	  1497	   132	  2909
NM_001177543	   132	  1629	  4538	  1497	   132	  2909
NM_001100415	   132	  1629	  4538	  1497	   132	  2909
NM_001177407	    52	  1510	  3586	  1458	    52	  2076
NM_001100415	   132	  1629	  4538	  1497	   132	  2909
NM_001100416	   124	  1621	  2577	  1497	   124	   956
NM_001100416	   124	  1621	  2577	  1497	   124	   956
NM_001177404	    52	   469	  1811	   417	    52	  1342
NM_001177543	   132	  1629	  4538	  1497	   132	  2909
NM_001256480	   132	  1629	  4538	  1497	   132	  2909
NM_001256480	   132	  1629	  4538	  1497	   132	  2909
NM_001101804	   132	  1629	  4538	  1497	   132	  2909
NM_001101804	   132	  1629	  4538	  1497	   132	  2909
NM_001199308	    76	   271	  3382	   195	    76	  3111
NM_001099308	   196	  1861	  2496	  1665	   196	   635
NM_001164689	   189	  1854	  3788	  1665	   189	  1934
NM_001033123	    77	   272	   428	   195	    77	   156
NM_001177405	    52	   469	  1811	   417	    52	  1342
NM_001177407	    52	  1510	  3586	  1458	    52	  2076
NM_001177404	    52	   469	  1811	   417	    52	  1342
NM_001177406	    52	  1510	  3586	  1458	    52	  2076
NM_001305136	   174	   579	  3829	   405	   174	  3250
NM_001305137	   372	   681	  3931	   309	   372	  3250
NM_001305132	   174	   579	  3829	   405	   174	  3250
NM_001305133	   372	   681	  3931	   309	   372	  3250
NM_001177405	    52	   469	  1811	   417	    52	  1342
NM_001099349	   132	  1629	  4538	  1497	   132	  2909
NM_001177406	    52	  1510	  3586	  1458	    52	  2076
NM_001177407	    52	  1510	  3586	  1458	    52	  2076
NM_001101804	   132	  1629	  4538	  1497	   132	  2909
NM_001100416	   124	  1621	  2577	  1497	   124	   956
NM_001100415	   132	  1629	  4538	  1497	   132	  2909
NM_001177404	    52	   469	  1811	   417	    52	  1342
NM_001177543	   132	  1629	  4538	  1497	   132	  2909
NM_001256480	   132	  1629	  4538	  1497	   132	  2909
NM_001033123	    77	   272	   428	   195	    77	   156
NM_001099349	   132	  1629	  4538	  1497	   132	  2909
NM_001101804	   132	  1629	  4538	  1497	   132	  2909
NM_001100416	   124	  1621	  2577	  1497	   124	   956
NM_001242943	    78	  1035	  1335	   957	    78	   300
NM_001100415	   132	  1629	  4538	  1497	   132	  2909
NM_001177543	   132	  1629	  4538	  1497	   132	  2909
NM_001256480	   132	  1629	  4538	  1497	   132	  2909
NM_001099327	   124	  1621	  1621	  1497	   124	     0
NM_001205057	   171	   366	  1311	   195	   171	   945
NM_001305137	   372	   681	  3931	   309	   372	  3250
NM_001305136	   174	   579	  3829	   405	   174	  3250
NM_001305132	   174	   579	  3829	   405	   174	  3250
NM_001305133	   372	   681	  3931	   309	   372	  3250
NM_001324422	   273	  1254	  4057	   981	   273	  2803
NM_001243903	   140	  1217	  4020	  1077	   140	  2803
NM_001024849	    97	  1594	  4394	  1497	    97	  2800
NM_001190302	   133	  1798	  2744	  1665	   133	   946
NM_001282028	   133	   343	   888	   210	   133	   545
NM_183135	    89	   335	   883	   246	    89	   548
NM_001162922	    65	   962	  1779	   897	    65	   817
NM_001177399	    95	  1508	  3345	  1413	    95	  1837
NM_001177400	    95	   290	  1146	   195	    95	   856
NM_198656	   273	  2565	  2983	  2292	   273	   418
NM_001081289	   347	  1511	  2264	  1164	   347	   753
NM_001085501	   256	  1096	  3258	   840	   256	  2162
NM_001291189	   273	  2508	  2926	  2235	   273	   418
NM_026596	   245	   629	   735	   384	   245	   106
NM_001083329	   120	  1338	  1466	  1218	   120	   128
NM_001083328	   214	  1432	  1560	  1218	   214	   128
NM_178750	   317	  1526	  4369	  1209	   317	  2843
NM_177727	   199	  1357	  2534	  1158	   199	  1177
NM_001289476	   940	  1477	  1591	   537	   940	   114
NM_028422	   259	  1477	  1605	  1218	   259	   128
NM_181424	   353	  1571	  1699	  1218	   353	   128
NM_011969	    91	   838	   952	   747	    91	   114
NM_144500	   201	  1656	  2745	  1455	   201	  1089
NM_133849	   256	  1594	  2625	  1338	   256	  1031
NM_019822	   102	  1326	  1429	  1224	   102	   103
NM_008093	   310	  1525	  3302	  1215	   310	  1777
NM_025587	    82	   334	   391	   252	    82	    57
NM_173031	   177	  2022	  2319	  1845	   177	   297
NM_145851	    10	  1441	  2945	  1431	    10	  1504
NM_148933	   307	  2479	  3088	  2172	   307	   609
NM_031373	    74	  1976	  2288	  1902	    74	   312
NM_028479	   431	  1046	  1192	   615	   431	   146
NM_018766	   442	  1717	  3916	  1275	   442	  2199
NM_183161	    21	  1365	  2197	  1344	    21	   832
NM_011805	   329	  2174	  4769	  1845	   329	  2595
NM_001291432	   277	  2122	  4717	  1845	   277	  2595
NM_001291433	   329	  3881	  7310	  3552	   329	  3429
NM_029607	   657	  1344	  4932	   687	   657	  3588
NM_001289652	   137	   824	  4412	   687	   137	  3588
NM_175551	   329	  7100	  8476	  6771	   329	  1376
NM_177852	   277	  3829	  7258	  3552	   277	  3429
NM_178254	   102	  1572	  2207	  1470	   102	   635
NM_001289651	   171	   858	  4446	   687	   171	  3588
NM_080641	   157	   829	  2520	   672	   157	  1691
NM_001163247	   124	   982	  1178	   858	   124	   196
NM_001141933	    75	   621	   865	   546	    75	   244
NM_001177706	   519	  1698	  2852	  1179	   519	  1154
NM_001177710	   158	  1244	  2398	  1086	   158	  1154
NM_001177707	   390	  1575	  2729	  1185	   390	  1154
NM_021426	    75	   702	   950	   627	    75	   248
NM_145760	   322	  1567	  2721	  1245	   322	  1154
NM_001177708	   109	  1294	  2448	  1185	   109	  1154
NM_001177709	   109	  1288	  2442	  1179	   109	  1154
NM_173761	   226	  1906	  3171	  1680	   226	  1265
NM_015730	   104	  1994	  4437	  1890	   104	  2443
NM_010611	   197	  2810	  8284	  2613	   197	  5474
NM_001006669	   197	  2369	  2948	  2172	   197	   579
NM_001006674	   197	  1910	  2503	  1713	   197	   593
NM_001302888	   197	  2753	  8227	  2556	   197	  5474
NM_001006668	   197	  2441	  3020	  2244	   197	   579
NM_001003825	   197	  2462	  3041	  2265	   197	   579
NM_001003824	   197	  2477	  3056	  2280	   197	   579
NM_183162	   135	  8979	 10109	  8844	   135	  1130
NM_011481	   399	  1923	  2547	  1524	   399	   624
NM_007906	   367	  1759	  2046	  1392	   367	   287
NM_009184	   285	  1641	  2286	  1356	   285	   645
NM_025598	   244	   592	   797	   348	   244	   205
NM_199312	   129	  1110	  1381	   981	   129	   271
NM_001166665	   283	  3895	  4421	  3612	   283	   526
NM_001166667	   283	  3778	  4304	  3495	   283	   526
NM_001165995	   234	   699	  2483	   465	   234	  1784
NM_144894	   473	  2009	  2289	  1536	   473	   280
NM_029702	   200	   806	  2590	   606	   200	  1784
NM_001166666	   283	  3796	  4322	  3513	   283	   526
NM_001165991	   206	   812	  2596	   606	   206	  1784
NM_009133	   288	   831	  1136	   543	   288	   305
NM_001166668	   283	  3670	  4196	  3387	   283	   526
NM_001048148	   249	  1785	  2065	  1536	   249	   280
NM_023684	   982	  1792	  1959	   810	   982	   167
NM_001165992	   187	   793	  2577	   606	   187	  1784
NM_001001882	   283	  3913	  4439	  3630	   283	   526
NM_183181	   101	  1526	  1775	  1425	   101	   249
NM_001291200	   172	   793	  3580	   621	   172	  2787
NM_001291197	   172	   838	  3625	   666	   172	  2787
NM_028125	   204	  1509	  2575	  1305	   204	  1066
NM_001291203	   172	   733	  3520	   561	   172	  2787
NM_001291204	   172	   466	  3371	   294	   172	  2905
NM_001291202	   172	   775	  3562	   603	   172	  2787
NM_025482	   172	   835	  3622	   663	   172	  2787
NM_001291201	   172	   778	  3565	   606	   172	  2787
NM_026765	     5	  1652	  1810	  1647	     5	   158
NM_133701	   142	  2968	  3055	  2826	   142	    87
NM_172676	   125	   734	  2099	   609	   125	  1365
NM_001164597	    43	  2653	  5372	  2610	    43	  2719
NM_011012	   247	  1351	  2999	  1104	   247	  1648
NM_009326	    97	   997	  1163	   900	    97	   166
NM_026446	   175	   826	  1514	   651	   175	   688
NM_001252565	   175	  1279	  2927	  1104	   175	  1648
NM_009236	   119	  1253	  1619	  1134	   119	   366
